Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
299,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
300,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
301,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
302,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,9,Household with Children
303,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household with Children
304,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
305,Data not collected,Female,White,PSH,9,Household with Children
306,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
307,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
308,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,9,Household with Children
309,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,9,Household with Children
310,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household with Children
311,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household with Children
312,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,9,Household with Children
313,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,9,Household with Children
314,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,9,Household with Children
315,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,9,Household with Children
316,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household with Children
317,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
318,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
319,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
320,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,8,Household with Children
321,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household with Children
322,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
323,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
324,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
325,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
326,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
327,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,8,Household with Children
328,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
329,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,8,Household with Children
330,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
331,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,#N/A,Household with Children
332,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
333,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
334,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
335,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
336,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
337,Non-Hispanic/Non-Latin(a)(o)(x),Female,Asian or Asian American,PSH,8,Household with Children
338,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
339,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
340,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household with Children
341,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
342,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
343,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,8,Household with Children
344,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,8,Household with Children
345,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,9,Household with Children
346,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,8,Household with Children
347,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
348,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,8,Household with Children
349,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,8,Household with Children
350,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,8,Household with Children
351,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,8,Household with Children
352,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,7,Household with Children
353,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
354,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,7,Household with Children
355,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
356,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
357,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
358,Hispanic/Latin(a)(o)(x),Female,White,PSH,7,Household with Children
359,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,7,Household with Children
360,Hispanic/Latin(a)(o)(x),Female,White,PSH,7,Household with Children
361,Hispanic/Latin(a)(o)(x),Male,White,PSH,7,Household with Children
362,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,7,Household with Children
363,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
364,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
365,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
366,Hispanic/Latin(a)(o)(x),Male,White,PSH,7,Household with Children
367,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
368,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
369,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,7,Household with Children
370,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
371,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
372,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
373,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
374,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
375,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
376,Hispanic/Latin(a)(o)(x),Female,White,PSH,7,Household with Children
377,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
378,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household with Children
379,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
380,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
381,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
382,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,7,Household with Children
383,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
384,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household with Children
385,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
386,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
387,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household with Children
388,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
389,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
390,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,7,Household with Children
391,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
392,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,7,Household with Children
393,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,7,Household with Children
394,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
395,Non-Hispanic/Non-Latin(a)(o)(x),Female,Data not collected,PSH,6,Household with Children
396,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
397,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
398,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,6,Household with Children
399,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,6,Household with Children
400,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,6,Household with Children
401,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
402,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,6,Household with Children
403,Hispanic/Latin(a)(o)(x),Female,White,PSH,6,Household with Children
404,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
405,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
406,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,6,Household with Children
407,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,6,Household with Children
408,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,6,Household with Children
409,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
410,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household with Children
411,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
412,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,6,Household with Children
413,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
414,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household with Children
415,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
416,Hispanic/Latin(a)(o)(x),Female,White,PSH,6,Household with Children
417,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household with Children
418,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
419,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,6,Household with Children
420,Hispanic/Latin(a)(o)(x),Female,White,PSH,6,Household with Children
421,Hispanic/Latin(a)(o)(x),Male,White,PSH,6,Household with Children
422,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
423,Hispanic/Latin(a)(o)(x),Male,White,PSH,6,Household with Children
424,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
425,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
426,Hispanic/Latin(a)(o)(x),Male,Client refused,PSH,6,Household with Children
427,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,6,Household with Children
428,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
429,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,6,Household with Children
430,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,6,Household with Children
431,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
432,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,6,Household with Children
433,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
434,Hispanic/Latin(a)(o)(x),Female,White,PSH,6,Household with Children
435,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,6,Household with Children
436,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household with Children
437,Hispanic/Latin(a)(o)(x),Male,White,PSH,6,Household with Children
438,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household with Children
439,Hispanic/Latin(a)(o)(x),Female,White,PSH,6,Household with Children
440,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household with Children
441,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
442,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
443,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,PSH,5,Household with Children
444,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household with Children
445,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
446,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
447,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household with Children
448,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
449,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
450,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household with Children
451,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household with Children
452,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
453,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household with Children
454,Hispanic/Latin(a)(o)(x),Male,White,PSH,5,Household with Children
455,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
456,Hispanic/Latin(a)(o)(x),Female,White,PSH,5,Household with Children
457,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
458,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
459,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
460,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household with Children
461,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
462,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
463,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
464,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
465,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,11,Household with Children
466,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household with Children
467,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,5,Household with Children
468,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
469,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
470,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household with Children
471,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household with Children
472,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household with Children
473,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,4,Household with Children
474,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household with Children
475,Client refused,Female,Client refused,PSH,4,Household with Children
476,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household with Children
477,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household with Children
478,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household with Children
479,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,4,Household with Children
480,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household with Children
481,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household with Children
482,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household with Children
483,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household with Children
484,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household with Children
485,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household with Children
486,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household with Children
487,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household with Children
488,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household with Children
489,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household with Children
490,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household with Children
491,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,3,Household with Children
492,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,3,Household with Children
